时间：0.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：6.000立方米|高度：0.168米|进水量：6.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC02|实时水量：6.000立方米|高度：0.168米|进水量：6.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC03|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：1.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：8.397立方米|高度：0.235米|进水量：6.000立方米|出水量：3.603立方米|
ID:MTG_QS_SC02|实时水量：8.397立方米|高度：0.235米|进水量：6.000立方米|出水量：3.603立方米|
ID:MTG_QS_SC03|实时水量：7.206立方米|高度：0.101米|进水量：7.206立方米|出水量：0.000立方米|
ID:MTG_QS_SC04|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：0.000立方米|高度：0.000米|进水量：0.000立方米|出水量：0.000立方米|
时间：2.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：10.134立方米|高度：0.283米|进水量：6.000立方米|出水量：4.263立方米|
ID:MTG_QS_SC02|实时水量：10.134立方米|高度：0.283米|进水量：6.000立方米|出水量：4.263立方米|
ID:MTG_QS_SC03|实时水量：4.562立方米|高度：0.064米|进水量：8.525立方米|出水量：11.169立方米|
ID:MTG_QS_SC04|实时水量：5.584立方米|高度：0.171米|进水量：5.584立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：5.584立方米|高度：0.171米|进水量：5.584立方米|出水量：0.000立方米|
时间：3.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：11.452立方米|高度：0.320米|进水量：6.000立方米|出水量：4.683立方米|
ID:MTG_QS_SC02|实时水量：11.452立方米|高度：0.320米|进水量：6.000立方米|出水量：4.683立方米|
ID:MTG_QS_SC03|实时水量：5.041立方米|高度：0.070米|进水量：9.366立方米|出水量：8.887立方米|
ID:MTG_QS_SC04|实时水量：10.028立方米|高度：0.307米|进水量：4.443立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：10.028立方米|高度：0.307米|进水量：4.443立方米|出水量：0.000立方米|
时间：4.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：12.474立方米|高度：0.349米|进水量：6.000立方米|出水量：4.978立方米|
ID:MTG_QS_SC02|实时水量：12.474立方米|高度：0.349米|进水量：6.000立方米|出水量：4.978立方米|
ID:MTG_QS_SC03|实时水量：5.655立方米|高度：0.079米|进水量：9.956立方米|出水量：9.342立方米|
ID:MTG_QS_SC04|实时水量：14.699立方米|高度：0.451米|进水量：4.671立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：14.699立方米|高度：0.451米|进水量：4.671立方米|出水量：0.000立方米|
时间：5.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：13.278立方米|高度：0.371米|进水量：6.000立方米|出水量：5.195立方米|
ID:MTG_QS_SC02|实时水量：13.278立方米|高度：0.371米|进水量：6.000立方米|出水量：5.195立方米|
ID:MTG_QS_SC03|实时水量：6.152立方米|高度：0.086米|进水量：10.390立方米|出水量：9.894立方米|
ID:MTG_QS_SC04|实时水量：19.646立方米|高度：0.602米|进水量：4.947立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：19.646立方米|高度：0.602米|进水量：4.947立方米|出水量：0.000立方米|
时间：6.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：13.918立方米|高度：0.389米|进水量：6.000立方米|出水量：5.360立方米|
ID:MTG_QS_SC02|实时水量：13.918立方米|高度：0.389米|进水量：6.000立方米|出水量：5.360立方米|
ID:MTG_QS_SC03|实时水量：6.553立方米|高度：0.092米|进水量：10.720立方米|出水量：10.319立方米|
ID:MTG_QS_SC04|实时水量：24.805立方米|高度：0.760米|进水量：5.160立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：24.805立方米|高度：0.760米|进水量：5.160立方米|出水量：0.000立方米|
时间：7.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：14.430立方米|高度：0.404米|进水量：6.000立方米|出水量：5.488立方米|
ID:MTG_QS_SC02|实时水量：14.430立方米|高度：0.404米|进水量：6.000立方米|出水量：5.488立方米|
ID:MTG_QS_SC03|实时水量：6.878立方米|高度：0.096米|进水量：10.976立方米|出水量：10.650立方米|
ID:MTG_QS_SC04|实时水量：30.131立方米|高度：0.924米|进水量：5.325立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：30.131立方米|高度：0.924米|进水量：5.325立方米|出水量：0.000立方米|
时间：8.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：14.842立方米|高度：0.415米|进水量：6.000立方米|出水量：5.588立方米|
ID:MTG_QS_SC02|实时水量：14.842立方米|高度：0.415米|进水量：6.000立方米|出水量：5.588立方米|
ID:MTG_QS_SC03|实时水量：7.142立方米|高度：0.100米|进水量：11.176立方米|出水量：10.912立方米|
ID:MTG_QS_SC04|实时水量：35.586立方米|高度：1.091米|进水量：5.456立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：35.586立方米|高度：1.091米|进水量：5.456立方米|出水量：0.000立方米|
时间：9.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.175立方米|高度：0.424米|进水量：6.000立方米|出水量：5.667立方米|
ID:MTG_QS_SC02|实时水量：15.175立方米|高度：0.424米|进水量：6.000立方米|出水量：5.667立方米|
ID:MTG_QS_SC03|实时水量：7.357立方米|高度：0.103米|进水量：11.334立方米|出水量：11.119立方米|
ID:MTG_QS_SC04|实时水量：41.146立方米|高度：1.261米|进水量：5.560立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：41.146立方米|高度：1.261米|进水量：5.560立方米|出水量：0.000立方米|
时间：10.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.445立方米|高度：0.432米|进水量：6.000立方米|出水量：5.730立方米|
ID:MTG_QS_SC02|实时水量：15.445立方米|高度：0.432米|进水量：6.000立方米|出水量：5.730立方米|
ID:MTG_QS_SC03|实时水量：7.533立方米|高度：0.105米|进水量：11.461立方米|出水量：11.285立方米|
ID:MTG_QS_SC04|实时水量：46.789立方米|高度：1.434米|进水量：5.643立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：46.789立方米|高度：1.434米|进水量：5.643立方米|出水量：0.000立方米|
时间：11.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.664立方米|高度：0.438米|进水量：6.000立方米|出水量：5.781立方米|
ID:MTG_QS_SC02|实时水量：15.664立方米|高度：0.438米|进水量：6.000立方米|出水量：5.781立方米|
ID:MTG_QS_SC03|实时水量：7.676立方米|高度：0.107米|进水量：11.562立方米|出水量：11.419立方米|
ID:MTG_QS_SC04|实时水量：52.498立方米|高度：1.609米|进水量：5.709立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：52.498立方米|高度：1.609米|进水量：5.709立方米|出水量：0.000立方米|
时间：12.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.842立方米|高度：0.443米|进水量：6.000立方米|出水量：5.822立方米|
ID:MTG_QS_SC02|实时水量：15.842立方米|高度：0.443米|进水量：6.000立方米|出水量：5.822立方米|
ID:MTG_QS_SC03|实时水量：7.792立方米|高度：0.109米|进水量：11.644立方米|出水量：11.527立方米|
ID:MTG_QS_SC04|实时水量：58.262立方米|高度：1.786米|进水量：5.763立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：58.262立方米|高度：1.786米|进水量：5.763立方米|出水量：0.000立方米|
时间：13.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：15.987立方米|高度：0.447米|进水量：6.000立方米|出水量：5.855立方米|
ID:MTG_QS_SC02|实时水量：15.987立方米|高度：0.447米|进水量：6.000立方米|出水量：5.855立方米|
ID:MTG_QS_SC03|实时水量：7.888立方米|高度：0.110米|进水量：11.710立方米|出水量：11.614立方米|
ID:MTG_QS_SC04|实时水量：64.069立方米|高度：1.964米|进水量：5.807立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：64.069立方米|高度：1.964米|进水量：5.807立方米|出水量：0.000立方米|
时间：14.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.106立方米|高度：0.450米|进水量：6.000立方米|出水量：5.882立方米|
ID:MTG_QS_SC02|实时水量：16.106立方米|高度：0.450米|进水量：6.000立方米|出水量：5.882立方米|
ID:MTG_QS_SC03|实时水量：7.966立方米|高度：0.111米|进水量：11.763立方米|出水量：11.685立方米|
ID:MTG_QS_SC04|实时水量：69.911立方米|高度：2.143米|进水量：5.843立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：69.911立方米|高度：2.143米|进水量：5.843立方米|出水量：0.000立方米|
时间：15.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.202立方米|高度：0.453米|进水量：6.000立方米|出水量：5.903立方米|
ID:MTG_QS_SC02|实时水量：16.202立方米|高度：0.453米|进水量：6.000立方米|出水量：5.903立方米|
ID:MTG_QS_SC03|实时水量：8.030立方米|高度：0.112米|进水量：11.807立方米|出水量：11.743立方米|
ID:MTG_QS_SC04|实时水量：75.783立方米|高度：2.323米|进水量：5.871立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：75.783立方米|高度：2.323米|进水量：5.871立方米|出水量：0.000立方米|
时间：16.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.281立方米|高度：0.455米|进水量：6.000立方米|出水量：5.921立方米|
ID:MTG_QS_SC02|实时水量：16.281立方米|高度：0.455米|进水量：6.000立方米|出水量：5.921立方米|
ID:MTG_QS_SC03|实时水量：8.082立方米|高度：0.113米|进水量：11.842立方米|出水量：11.790立方米|
ID:MTG_QS_SC04|实时水量：81.678立方米|高度：2.504米|进水量：5.895立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：81.678立方米|高度：2.504米|进水量：5.895立方米|出水量：0.000立方米|
时间：17.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.346立方米|高度：0.457米|进水量：6.000立方米|出水量：5.935立方米|
ID:MTG_QS_SC02|实时水量：16.346立方米|高度：0.457米|进水量：6.000立方米|出水量：5.935立方米|
ID:MTG_QS_SC03|实时水量：8.125立方米|高度：0.114米|进水量：11.871立方米|出水量：11.828立方米|
ID:MTG_QS_SC04|实时水量：87.592立方米|高度：2.685米|进水量：5.914立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：87.592立方米|高度：2.685米|进水量：5.914立方米|出水量：0.000立方米|
时间：18.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.399立方米|高度：0.459米|进水量：6.000立方米|出水量：5.947立方米|
ID:MTG_QS_SC02|实时水量：16.399立方米|高度：0.459米|进水量：6.000立方米|出水量：5.947立方米|
ID:MTG_QS_SC03|实时水量：8.160立方米|高度：0.114米|进水量：11.894立方米|出水量：11.859立方米|
ID:MTG_QS_SC04|实时水量：93.521立方米|高度：2.867米|进水量：5.930立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：93.521立方米|高度：2.867米|进水量：5.930立方米|出水量：0.000立方米|
时间：19.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.442立方米|高度：0.460米|进水量：6.000立方米|出水量：5.957立方米|
ID:MTG_QS_SC02|实时水量：16.442立方米|高度：0.460米|进水量：6.000立方米|出水量：5.957立方米|
ID:MTG_QS_SC03|实时水量：8.189立方米|高度：0.114米|进水量：11.914立方米|出水量：11.885立方米|
ID:MTG_QS_SC04|实时水量：99.464立方米|高度：3.049米|进水量：5.942立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：99.464立方米|高度：3.049米|进水量：5.942立方米|出水量：0.000立方米|
时间：20.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.477立方米|高度：0.461米|进水量：6.000立方米|出水量：5.965立方米|
ID:MTG_QS_SC02|实时水量：16.477立方米|高度：0.461米|进水量：6.000立方米|出水量：5.965立方米|
ID:MTG_QS_SC03|实时水量：8.212立方米|高度：0.115米|进水量：11.929立方米|出水量：11.906立方米|
ID:MTG_QS_SC04|实时水量：105.417立方米|高度：3.231米|进水量：5.953立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：105.417立方米|高度：3.231米|进水量：5.953立方米|出水量：0.000立方米|
时间：21.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.506立方米|高度：0.462米|进水量：6.000立方米|出水量：5.971立方米|
ID:MTG_QS_SC02|实时水量：16.506立方米|高度：0.462米|进水量：6.000立方米|出水量：5.971立方米|
ID:MTG_QS_SC03|实时水量：8.231立方米|高度：0.115米|进水量：11.942立方米|出水量：11.923立方米|
ID:MTG_QS_SC04|实时水量：111.378立方米|高度：3.414米|进水量：5.961立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：111.378立方米|高度：3.414米|进水量：5.961立方米|出水量：0.000立方米|
时间：22.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.530立方米|高度：0.462米|进水量：6.000立方米|出水量：5.976立方米|
ID:MTG_QS_SC02|实时水量：16.530立方米|高度：0.462米|进水量：6.000立方米|出水量：5.976立方米|
ID:MTG_QS_SC03|实时水量：8.247立方米|高度：0.115米|进水量：11.953立方米|出水量：11.937立方米|
ID:MTG_QS_SC04|实时水量：117.347立方米|高度：3.597米|进水量：5.968立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：117.347立方米|高度：3.597米|进水量：5.968立方米|出水量：0.000立方米|
时间：23.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.549立方米|高度：0.463米|进水量：6.000立方米|出水量：5.981立方米|
ID:MTG_QS_SC02|实时水量：16.549立方米|高度：0.463米|进水量：6.000立方米|出水量：5.981立方米|
ID:MTG_QS_SC03|实时水量：8.260立方米|高度：0.115米|进水量：11.961立方米|出水量：11.948立方米|
ID:MTG_QS_SC04|实时水量：123.321立方米|高度：3.780米|进水量：5.974立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：123.321立方米|高度：3.780米|进水量：5.974立方米|出水量：0.000立方米|
时间：24.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.565立方米|高度：0.463米|进水量：6.000立方米|出水量：5.984立方米|
ID:MTG_QS_SC02|实时水量：16.565立方米|高度：0.463米|进水量：6.000立方米|出水量：5.984立方米|
ID:MTG_QS_SC03|实时水量：8.271立方米|高度：0.116米|进水量：11.968立方米|出水量：11.958立方米|
ID:MTG_QS_SC04|实时水量：129.300立方米|高度：3.963米|进水量：5.979立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：129.300立方米|高度：3.963米|进水量：5.979立方米|出水量：0.000立方米|
时间：25.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.578立方米|高度：0.464米|进水量：6.000立方米|出水量：5.987立方米|
ID:MTG_QS_SC02|实时水量：16.578立方米|高度：0.464米|进水量：6.000立方米|出水量：5.987立方米|
ID:MTG_QS_SC03|实时水量：8.279立方米|高度：0.116米|进水量：11.974立方米|出水量：11.965立方米|
ID:MTG_QS_SC04|实时水量：135.282立方米|高度：4.147米|进水量：5.983立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：135.282立方米|高度：4.147米|进水量：5.983立方米|出水量：0.000立方米|
时间：26.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.589立方米|高度：0.464米|进水量：6.000立方米|出水量：5.989立方米|
ID:MTG_QS_SC02|实时水量：16.589立方米|高度：0.464米|进水量：6.000立方米|出水量：5.989立方米|
ID:MTG_QS_SC03|实时水量：8.286立方米|高度：0.116米|进水量：11.979立方米|出水量：11.972立方米|
ID:MTG_QS_SC04|实时水量：141.268立方米|高度：4.330米|进水量：5.986立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：141.268立方米|高度：4.330米|进水量：5.986立方米|出水量：0.000立方米|
时间：27.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.598立方米|高度：0.464米|进水量：6.000立方米|出水量：5.991立方米|
ID:MTG_QS_SC02|实时水量：16.598立方米|高度：0.464米|进水量：6.000立方米|出水量：5.991立方米|
ID:MTG_QS_SC03|实时水量：8.292立方米|高度：0.116米|进水量：11.983立方米|出水量：11.977立方米|
ID:MTG_QS_SC04|实时水量：147.256立方米|高度：4.514米|进水量：5.988立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：147.256立方米|高度：4.514米|进水量：5.988立方米|出水量：0.000立方米|
时间：28.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.605立方米|高度：0.464米|进水量：6.000立方米|出水量：5.993立方米|
ID:MTG_QS_SC02|实时水量：16.605立方米|高度：0.464米|进水量：6.000立方米|出水量：5.993立方米|
ID:MTG_QS_SC03|实时水量：8.297立方米|高度：0.116米|进水量：11.986立方米|出水量：11.981立方米|
ID:MTG_QS_SC04|实时水量：153.247立方米|高度：4.697米|进水量：5.990立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：153.247立方米|高度：4.697米|进水量：5.990立方米|出水量：0.000立方米|
时间：29.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.611立方米|高度：0.465米|进水量：6.000立方米|出水量：5.994立方米|
ID:MTG_QS_SC02|实时水量：16.611立方米|高度：0.465米|进水量：6.000立方米|出水量：5.994立方米|
ID:MTG_QS_SC03|实时水量：8.301立方米|高度：0.116米|进水量：11.988立方米|出水量：11.984立方米|
ID:MTG_QS_SC04|实时水量：159.239立方米|高度：4.881米|进水量：5.992立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：159.239立方米|高度：4.881米|进水量：5.992立方米|出水量：0.000立方米|
时间：30.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.615立方米|高度：0.465米|进水量：6.000立方米|出水量：5.995立方米|
ID:MTG_QS_SC02|实时水量：16.615立方米|高度：0.465米|进水量：6.000立方米|出水量：5.995立方米|
ID:MTG_QS_SC03|实时水量：8.304立方米|高度：0.116米|进水量：11.990立方米|出水量：11.987立方米|
ID:MTG_QS_SC04|实时水量：165.232立方米|高度：5.065米|进水量：5.994立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：165.232立方米|高度：5.065米|进水量：5.994立方米|出水量：0.000立方米|
时间：31.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.619立方米|高度：0.465米|进水量：6.000立方米|出水量：5.996立方米|
ID:MTG_QS_SC02|实时水量：16.619立方米|高度：0.465米|进水量：6.000立方米|出水量：5.996立方米|
ID:MTG_QS_SC03|实时水量：8.307立方米|高度：0.116米|进水量：11.992立方米|出水量：11.989立方米|
ID:MTG_QS_SC04|实时水量：171.227立方米|高度：5.248米|进水量：5.995立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：171.227立方米|高度：5.248米|进水量：5.995立方米|出水量：0.000立方米|
时间：32.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.623立方米|高度：0.465米|进水量：6.000立方米|出水量：5.997立方米|
ID:MTG_QS_SC02|实时水量：16.623立方米|高度：0.465米|进水量：6.000立方米|出水量：5.997立方米|
ID:MTG_QS_SC03|实时水量：8.309立方米|高度：0.116米|进水量：11.994立方米|出水量：11.991立方米|
ID:MTG_QS_SC04|实时水量：177.223立方米|高度：5.432米|进水量：5.996立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：177.223立方米|高度：5.432米|进水量：5.996立方米|出水量：0.000立方米|
时间：33.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.625立方米|高度：0.465米|进水量：6.000立方米|出水量：5.997立方米|
ID:MTG_QS_SC02|实时水量：16.625立方米|高度：0.465米|进水量：6.000立方米|出水量：5.997立方米|
ID:MTG_QS_SC03|实时水量：8.311立方米|高度：0.116米|进水量：11.995立方米|出水量：11.993立方米|
ID:MTG_QS_SC04|实时水量：183.219立方米|高度：5.616米|进水量：5.996立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：183.219立方米|高度：5.616米|进水量：5.996立方米|出水量：0.000立方米|
时间：34.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.627立方米|高度：0.465米|进水量：6.000立方米|出水量：5.998立方米|
ID:MTG_QS_SC02|实时水量：16.627立方米|高度：0.465米|进水量：6.000立方米|出水量：5.998立方米|
ID:MTG_QS_SC03|实时水量：8.312立方米|高度：0.116米|进水量：11.996立方米|出水量：11.994立方米|
ID:MTG_QS_SC04|实时水量：189.216立方米|高度：5.800米|进水量：5.997立方米|出水量：0.000立方米|
ID:MTG_QS_SC05|实时水量：189.216立方米|高度：5.800米|进水量：5.997立方米|出水量：0.000立方米|
时间：35.0s;	dt=1.0s;
ID:MTG_QS_SC01|实时水量：16.629立方米|高度：0.465米|进水量：6.000立方米|出水量：5.998立方米|
ID:MTG_QS_SC02|实时水量：16.629立方米|高度：0.465米|进水量：6.000立方米|出水量：5.998立方米|
ID:MTG_QS_SC03|实时水量：8.313立方米|高度：0.116米|进水量：11.996立方米|出水量：11.995立方米|
